vector_row,movieId,title
5152,8327,Dolls
5153,8331,"Man Who Came to Dinner, The"
5154,8335,Make Way for Tomorrow
5155,8336,"Major and the Minor, The"
5156,8337,"Caine Mutiny, The"
5157,8338,Black Narcissus
5158,8340,Escape from Alcatraz
5159,8341,Oliver Twist
5160,8360,Shrek 2
5161,8361,"Day After Tomorrow, The"
5162,8362,Raising Helen
5163,8363,Soul Plane
5164,8364,Baadasssss! (How to Get the Man's Foot Outta Your Ass)
5165,8366,Saved!
5166,8368,Harry Potter and the Prisoner of Azkaban
5167,8369,Mindhunters
5168,8370,"Blind Swordsman: Zatoichi, The (Zatôichi)"
5169,8371,"Chronicles of Riddick, The"
5170,8372,Garfield: The Movie
5171,8373,"Stepford Wives, The"
5172,8375,"Hunting of the President, The"
5173,8376,Napoleon Dynamite
5174,8378,"Doctor, The"
5175,8379,"Dresser, The"
5176,8380,Father Hood
5177,8382,Hello Again
5178,8383,Hope Springs
5179,8385,Lover Come Back
5180,8387,Police Academy: Mission to Moscow
5181,8391,Big Wednesday
5182,8402,Book of Love
5183,8405,Hour of the Wolf (Vargtimmen)
5184,8410,Suddenly
5185,8424,"Divorcee, The"
5186,8425,Meet the Applegates
5187,8426,Robot Carnival (Roboto kânibauru)
5188,8427,Americathon
5189,8446,Sands of Iwo Jima
5190,8447,This Island Earth
5191,8450,Anthony Adverse
5192,8451,Blackboard Jungle
5193,8454,Luna Papa
5194,8456,Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto)
5195,8458,To Each His Own
5196,8459,"Heiress, The"
5197,8461,Dragon Seed
5198,8462,Executive Suite
5199,8463,Johnny Belinda
5200,8464,Super Size Me
5201,8465,Johnny Eager
5202,8477,"Jetée, La"
5203,8481,Northwest Passage
5204,8482,"Picture of Dorian Gray, The"
5205,8484,"Human Condition I, The (Ningen no joken I)"
5206,8487,Please Don't Eat the Daisies
5207,8491,White Heat
5208,8492,"Christmas Carol, A (Scrooge)"
5209,8493,Memphis Belle
5210,8494,"Cincinnati Kid, The"
5211,8495,Animal Factory
5212,8500,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira)
5213,8501,"Hitcher, The"
5214,8502,Show Boat
5215,8506,Fear X
5216,8507,Freaks
5217,8511,"Immigrant, The"
5218,8512,Silent Movie
5219,8518,Anna Christie
5220,8521,Dr. Jekyll and Mr. Hyde
5221,8526,Around the World in 80 Days
5222,8528,Dodgeball: A True Underdog Story
5223,8529,"Terminal, The"
5224,8530,Dear Frankie
5225,8531,White Chicks
5226,8532,"Door in the Floor, The"
5227,8533,"Notebook, The"
5228,8534,Two Brothers (Deux frères)
5229,8535,De-Lovely
5230,8542,"Day at the Races, A"
5231,8571,Bob & Carol & Ted & Alice
5232,8574,"Claymation Christmas Celebration, A"
5233,8575,"Happenstance (Battement d'ailes du papillon, Le)"
5234,8577,Comandante
5235,8578,Undead
5236,8580,Into the Woods
5237,8581,Pirates of Silicon Valley
5238,8582,Manufacturing Consent: Noam Chomsky and the Media
5239,8587,Mayor of the Sunset Strip
5240,8588,Killing Me Softly
5241,8591,"Philadelphia Experiment, The"
5242,8593,Juice
5243,8596,Revenge of the Pink Panther
5244,8600,Angels with Dirty Faces
5245,8601,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège)
5246,8604,Taxi
5247,8605,Taxi 3
5248,8607,Tokyo Godfathers
5249,8609,Our Hospitality
5250,8610,All of Me
5251,8611,"Farmer's Daughter, The"
5252,8614,Overboard
5253,8617,Butterfield 8
5254,8620,"Exterminating Angel, The (Ángel exterminador, El)"
5255,8622,Fahrenheit 9/11
5256,8623,Roxanne
5257,8626,Dr. Terror's House of Horrors
5258,8632,Secret Society
5259,8633,"Last Starfighter, The"
5260,8636,Spider-Man 2
5261,8638,Before Sunset
5262,8640,King Arthur
5263,8641,Anchorman: The Legend of Ron Burgundy
5264,8643,"Cinderella Story, A"
5265,8644,"I, Robot"
5266,8645,"Maria Full of Grace (Maria, Llena eres de gracia)"
5267,8650,Long Day's Journey Into Night
5268,8656,"Short Film About Killing, A (Krótki film o zabijaniu)"
5269,8665,"Bourne Supremacy, The"
5270,8666,Catwoman
5271,8667,A Home at the End of the World
5272,8670,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse)"
5273,8677,Flash Gordon Conquers the Universe
5274,8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut)"
5275,8685,"Miracle of Marcelino, The (Marcelino pan y vino)"
5276,8690,Slaughterhouse-Five
5277,8695,"Bachelor and the Bobby-Soxer, The"
5278,8711,Mr. Blandings Builds His Dream House
5279,8712,My Favorite Wife
5280,8713,"New Adventures of Pippi Longstocking, The"
5281,8714,Night and Day
5282,8718,"Snake Pit, The"
5283,8720,"Super, The"
5284,8724,"Leopard, The (Gattopardo, Il)"
5285,8727,"Day of the Locust, The"
5286,8730,To End All Wars
5287,8738,"Woman Is a Woman, A (femme est une femme, Une)"
5288,8743,Biggles
5289,8748,"Yesterday, Today and Tomorrow (Ieri, oggi, domani)"
5290,8753,Unprecedented: The 2000 Presidential Election
5291,8754,"Prime of Miss Jean Brodie, The"
5292,8755,My Voyage to Italy (Il mio viaggio in Italia)
5293,8765,This Gun for Hire
5294,8771,Sherlock Holmes: Terror by Night
5295,8772,"Spy Who Came in from the Cold, The"
5296,8773,Sherlock Holmes and the Secret Weapon
5297,8774,Sherlock Holmes: The Woman in Green
5298,8778,Sherlock Holmes: Dressed to Kill
5299,8781,"Manchurian Candidate, The"
5300,8782,Thunderbirds
5301,8783,"Village, The"
5302,8784,Garden State
5303,8795,Musa the Warrior (Musa)
5304,8796,"Funny Thing Happened on the Way to the Forum, A"
5305,8798,Collateral
5306,8799,Little Black Book
5307,8800,Code 46
5308,8804,"Story of Women (Affaire de femmes, Une)"
5309,8807,Harold and Kumar Go to White Castle
5310,8808,"Princess Diaries 2: Royal Engagement, The"
5311,8809,Danny Deckchair
5312,8810,AVP: Alien vs. Predator
5313,8813,We Don't Live Here Anymore
5314,8814,Without a Paddle
5315,8815,Exorcist: The Beginning
5316,8827,"Bill Cosby, Himself"
5317,8830,Anacondas: The Hunt for the Blood Orchid
5318,8831,Suspect Zero
5319,8832,Warriors of Heaven and Earth (Tian di ying xiong)
5320,8833,Vanity Fair
5321,8835,Paparazzi
5322,8836,Wicker Park
5323,8838,Alice Doesn't Live Here Anymore
5324,8840,Who's That Knocking at My Door?
5325,8844,Camera Buff (Amator)
5326,8848,"Vitelloni, I (a.k.a. The Young and the Passionate)"
5327,8860,Cellular
5328,8861,Resident Evil: Apocalypse
5329,8864,Mr. 3000
5330,8865,Sky Captain and the World of Tomorrow
5331,8866,Wimbledon
5332,8869,First Daughter
5333,8870,"Forgotten, The"
5334,8873,"Motorcycle Diaries, The (Diarios de motocicleta)"
5335,8874,Shaun of the Dead
5336,8875,"Come Back, Little Sheba"
5337,8879,Murder on the Orient Express
5338,8880,Mask
5339,8894,Orca: The Killer Whale
5340,8905,1492: Conquest of Paradise
5341,8906,Cannibal Holocaust
5342,8907,Shark Tale
5343,8908,Ladder 49
5344,8910,I Heart Huckabees
5345,8911,Raise Your Voice
5346,8912,Taxi
5347,8914,Primer
5348,8915,Stage Beauty
5349,8916,Shall We Dance?
5350,8917,Team America: World Police
5351,8918,Eulogy
5352,8919,P.S.
5353,8920,"Country Girl, The"
5354,8921,"Rose Tattoo, The"
5355,8928,"Fearless Vampire Killers, The"
5356,8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le)"
5357,8934,Bebe's Kids
5358,8937,Friday Night Lights
5359,8938,Tarnation
5360,8939,"Final Cut, The"
5361,8943,Being Julia
5362,8946,Surviving Christmas
5363,8947,"Grudge, The"
5364,8948,Alfie
5365,8949,Sideways
5366,8950,The Machinist
5367,8951,Vera Drake
5368,8952,Falling Angels
5369,8954,Lightning in a Bottle
5370,8955,Undertow
5371,8957,Saw
5372,8958,Ray
5373,8959,Birth
5374,8961,"Incredibles, The"
5375,8964,Callas Forever
5376,8965,"Polar Express, The"
5377,8966,Kinsey
5378,8967,Seed of Chucky (Child's Play 5)
5379,8968,After the Sunset
5380,8969,Bridget Jones: The Edge of Reason
5381,8970,Finding Neverland
5382,8972,National Treasure
5383,8973,Bad Education (La mala educación)
5384,8974,"SpongeBob SquarePants Movie, The"
5385,8977,Alexander
5386,8978,Christmas with the Kranks
5387,8979,Guerrilla: The Taking of Patty Hearst
5388,8981,Closer
5389,8982,I Am David
5390,8983,House of Flying Daggers (Shi mian mai fu)
5391,8984,Ocean's Twelve
5392,8985,Blade: Trinity
5393,8987,Bush's Brain
5394,8989,Damn Yankees!
5395,8998,That's Entertainment
5396,9004,D.A.R.Y.L.
5397,9005,Fire in the Sky
5398,9008,"Invisible Man Returns, The"
5399,9010,Love Me If You Dare (Jeux d'enfants)
5400,9018,Control Room
5401,25746,"Hunchback of Notre Dame, The"
5402,25750,Sherlock Jr.
5403,25752,"Freshman, The"
5404,25753,Greed
5405,25757,"Jazz Singer, The"
5406,25769,"Steamboat Bill, Jr."
5407,25771,"Andalusian Dog, An (Chien andalou, Un)"
5408,25773,Little Caesar
5409,25782,Boudu Saved From Drowning (Boudu sauvé des eaux)
5410,25788,Scarface
5411,25795,Dinner at Eight
5412,25797,Gold Diggers of 1933
5413,25805,"Atalante, L'"
5414,25825,Fury
5415,25826,Libeled Lady
5416,25827,Mr. Deeds Goes to Town
5417,25833,Camille
5418,25834,Captains Courageous
5419,25841,Stage Door
5420,25850,Holiday
5421,25855,"Roaring Twenties, The"
5422,25856,Wuthering Heights
5423,25865,"Letter, The"
5424,25870,Here Comes Mr. Jordan
5425,25886,Random Harvest
5426,25887,Tales of Manhattan
5427,25898,Day of Wrath (Vredens dag)
5428,25905,"Miracle of Morgan's Creek, The"
5429,25906,Mr. Skeffington
5430,25923,Great Expectations
5431,25927,"Stranger, The"
5432,25937,Easter Parade
5433,25940,"Lady from Shanghai, The"
5434,25946,"Three Musketeers, The"
5435,25947,Unfaithfully Yours
5436,25952,"Letter to Three Wives, A"
5437,25959,Annie Get Your Gun
5438,25962,King Solomon's Mines
5439,25963,"Young and the Damned, The (Olvidados, Los)"
5440,25996,"Star Is Born, A"
5441,25999,The Wild One
5442,26002,Confidential Report
5443,26003,Night and Fog (Nuit et brouillard)
5444,26038,Teacher's Pet
5445,26048,"Human Condition II, The (Ningen no joken II)"
5446,26052,Pickpocket
5447,26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki)
5448,26073,"Human Condition III, The (Ningen no joken III)"
5449,26078,Advise and Consent
5450,26082,Harakiri (Seppuku)
5451,26084,"Music Man, The"
5452,26085,Mutiny on the Bounty
5453,26095,"Carabineers, The (Carabiniers, Les)"
5454,26116,"Hush... Hush, Sweet Charlotte"
5455,26122,Onibaba
5456,26124,Robinson Crusoe on Mars
5457,26131,"Battle of Algiers, The (La battaglia di Algeri)"
5458,26133,"Charlie Brown Christmas, A"
5459,26142,Major Dundee
5460,26147,"Thousand Clowns, A"
5461,26150,Andrei Rublev (Andrey Rublyov)
5462,26151,Au Hasard Balthazar
5463,26152,Batman
5464,26158,Closely Watched Trains (Ostre sledované vlaky)
5465,26159,Tokyo Drifter (Tôkyô nagaremono)
5466,26169,Branded to Kill (Koroshi no rakuin)
5467,26171,Play Time (a.k.a. Playtime)
5468,26172,Point Blank
5469,26176,Titicut Follies
5470,26183,Asterix and Cleopatra (Astérix et Cléopâtre)
5471,26184,"Diamond Arm, The (Brilliantovaya ruka)"
5472,26195,Sympathy for the Devil
5473,26198,"Yours, Mine and Ours"
5474,26225,"Claire's Knee (Genou de Claire, Le)"
5475,26231,Performance
5476,26236,"White Sun of the Desert, The (Beloe solntse pustyni)"
5477,26237,Zabriskie Point
5478,26242,Duel
5479,26249,They Call Me Trinity
5480,26258,"Topo, El"
5481,26265,Dr. Phibes Rises Again
5482,26283,Charley Varrick
5483,26285,Dark Star
5484,26303,Sisters
5485,26308,Turkish Delight (Turks fruit)
5486,26313,California Split
5487,26317,Emmanuelle
5488,26322,Gone in 60 Seconds
5489,26326,"Holy Mountain, The (Montaña sagrada, La)"
5490,26340,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix)"
5491,26344,French Connection II
5492,26347,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!)"
5493,26350,"Passenger, The (Professione: reporter)"
5494,26357,Trilogy of Terror
5495,26359,1900 (Novecento)
5496,26365,Futureworld
5497,26366,Harlan County U.S.A.
5498,26375,Silver Streak
5499,26386,High Anxiety
5500,26391,"New York, New York"
5501,26394,"Turning Point, The"
5502,26399,Five Deadly Venoms
5503,26401,Last Hurrah for Chivalry (Hao xia)
5504,26409,"Clonus Horror, The"
5505,26413,Snake in the Eagle's Shadow (Se ying diu sau)
5506,26422,Hair
5507,26429,Love at First Bite
5508,26444,"Hitch Hikers Guide to the Galaxy, The"
5509,26453,Smiley's People
5510,26464,Blue Thunder
5511,26467,"Day After, The"
5512,26471,Eddie Murphy Delirious
5513,26472,"Norte, El"
5514,26492,Twilight Zone: The Movie
5515,26498,Boy Meets Girl
5516,26504,Cloak & Dagger
5517,26510,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure)"
5518,26523,"Silent Night, Deadly Night"
5519,26524,"Times of Harvey Milk, The"
5520,26527,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!)
5521,26528,Anne of Green Gables
5522,26539,Death of a Salesman
5523,26542,Ewoks: The Battle for Endor
5524,26547,Police Story (Ging chaat goo si)
5525,26554,"Quiet Earth, The"
5526,26555,Spies Like Us
5527,26562,White Nights
5528,26564,'Round Midnight
5529,26567,Club Paradise
5530,26578,"Sacrifice, The (Offret - Sacraficatio)"
5531,26585,"Better Tomorrow, A (Ying hung boon sik)"
5532,26587,"Decalogue, The (Dekalog)"
5533,26590,G.I. Joe: The Movie
5534,26593,Hell Comes to Frogtown
5535,26599,"Law of Desire (Ley del deseo, La)"
5536,26603,Prince of Darkness
5537,26606,"Chinese Ghost Story, A (Sinnui yauwan)"
5538,26612,"Better Tomorrow II, A (Ying hung boon sik II)"
5539,26614,"Bourne Identity, The"
5540,26622,Dominick and Eugene
5541,26629,Killer Klowns from Outer Space
5542,26630,Moonwalker
5543,26631,Alice (Neco z Alenky)
5544,26645,Life Is a Long Quiet River (La vie est un long fleuve tranquille)
5545,26649,Lonesome Dove
5546,26662,Kiki's Delivery Service (Majo no takkyûbin)
5547,26676,Almost an Angel
5548,26680,Cry-Baby
5549,26681,Bullet in the Head
5550,26686,Ghost Dad
5551,26693,It
5552,26694,Ju Dou
5553,26695,"Krays, The"
5554,26696,Lionheart
5555,26700,Nuns on the Run
5556,26701,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie)
5557,26704,State of Grace
5558,26712,35 Up
5559,26713,Days of Being Wild (A Fei jingjyuhn)
5560,26717,Begotten
5561,26726,Dutch
5562,26729,Hearts of Darkness: A Filmmakers Apocalypse
5563,26732,Johnny Stecchino
5564,26736,Riki-Oh: The Story of Ricky (Lik Wong)
5565,26741,Mannequin 2: On the Move
5566,26743,Only Yesterday (Omohide poro poro)
5567,26745,Other People's Money
5568,26750,Quigley Down Under
5569,26761,Prime Suspect 2
5570,26764,Captain America
5571,26765,City Hunter (Sing si lip yan)
5572,26776,Porco Rosso (Crimson Pig) (Kurenai no buta)
5573,26777,"Stolen Children (Ladro di bambini, Il)"
5574,26778,Ladybugs
5575,26782,"Mambo Kings, The"
5576,26791,Shining Through
5577,26792,Sidekicks
5578,26796,"Heart in Winter, A (Un coeur en hiver)"
5579,26797,Visions of Light: The Art of Cinematography
5580,26810,Bad Boy Bubby
5581,26812,Barbarians at the Gate
5582,26819,Fortress
5583,26828,Mr. Nanny
5584,26838,"Snapper, The"
5585,26840,Sonatine (Sonachine)
5586,26849,"Stand, The"
5587,26854,"Darkman II: Return of Durant, The"
5588,26861,Freaked
5589,26865,Fist of Legend (Jing wu ying xiong)
5590,26870,Major League II
5591,26871,My Father the Hero
5592,26875,"Pure Formality, A (Pura formalità, Una)"
5593,26887,"Langoliers, The"
5594,26900,"Last Wedding, The (Kivenpyörittäjän kylä)"
5595,26901,Last of the Dogmen
5596,26903,Whisper of the Heart (Mimi wo sumaseba)
5597,26913,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban)
5598,26928,"Summer's Tale, A (Conte d'été)"
5599,26940,"Late Shift, The"
5600,26947,Pusher
5601,26958,Emma
5602,26965,"Boxer, The"
5603,26974,Gummo
5604,26985,Nirvana
5605,26999,"Lion King II: Simba's Pride, The"
5606,27002,From the Earth to the Moon
5607,27003,Beowulf
5608,27006,RKO 281
5609,27008,From Dusk Till Dawn 2: Texas Blood Money
5610,27020,Gia
5611,27022,Thursday
5612,27032,Who Am I? (Wo shi shei)
5613,27036,Merlin
5614,27074,Brave New World
5615,27075,Addams Family Reunion
5616,27105,Purgatory
5617,27124,Bleeder
5618,27134,Dark Portals: The Chronicles of Vidocq  (Vidocq)
5619,27140,Candyman 3: Day of the Dead
5620,27155,"Batman/Superman Movie, The"
5621,27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni)"
5622,27176,Style Wars
5623,27178,In July (Im Juli)
5624,27186,Kirikou and the Sorceress (Kirikou et la sorcière)
5625,27193,Taxi 2
5626,27246,If These Walls Could Talk 2
5627,27251,"10th Kingdom, The"
5628,27255,"Wind Will Carry Us, The (Bad ma ra khahad bord)"
5629,27266,2046
5630,27306,Bartleby
5631,27311,Batman Beyond: Return of the Joker
5632,27317,Audition (Ôdishon)
5633,27320,"Nine Lives of Tomas Katz, The"
5634,27328,Monday
5635,27329,Paradise Lost 2: Revelations
5636,27368,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre)
5637,27369,Daria: Is It Fall Yet?
5638,27370,Late Night Shopping
5639,27373,61*
5640,27397,Joint Security Area (Gongdong gyeongbi guyeok JSA)
5641,27408,Ripley's Game
5642,27416,Jalla! Jalla!
5643,27420,Teknolust
5644,27426,"Accidental Spy, The (Dak miu mai shing)"
5645,27434,Darkness
5646,27441,Blood: The Last Vampire
5647,27450,Blueberry
5648,27473,American Psycho II: All American Girl
5649,27478,Ali G Indahouse
5650,27480,Dead or Alive 2: Tôbôsha
5651,27482,Cube 2: Hypercube
5652,27491,Pulse (Kairo)
5653,27513,Dog Days (Hundstage)
5654,27523,My Sassy Girl (Yeopgijeogin geunyeo)
5655,27537,Nothing
5656,27539,Undertaking Betty (Plots with a View)
5657,27549,Dead or Alive: Final
5658,27555,Fubar
5659,27563,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku)"
5660,27584,Dead End
5661,27592,Sympathy for Mr. Vengeance (Boksuneun naui geot)
5662,27595,Jesus Christ Vampire Hunter
5663,27604,Suicide Club (Jisatsu saakuru)
5664,27611,Battlestar Galactica
5665,27618,"Sound of Thunder, A"
5666,27619,"Lion King 1½, The"
5667,27627,Oasis
5668,27644,Remember Me (Ricordati di me)
5669,27660,"Animatrix, The"
5670,27664,"Brown Bunny, The"
5671,27667,Ju-on: The Curse
5672,27674,11:14
5673,27683,Tremors 4: The Legend Begins
5674,27685,Bring It On Again
5675,27689,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les)"
5676,27692,And Starring Pancho Villa as Himself
5677,27695,Nicotina
5678,27704,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka)
5679,27705,In Hell
5680,27706,Lemony Snicket's A Series of Unfortunate Events
5681,27708,Helen of Troy
5682,27716,"Green Butchers, The (Grønne slagtere, De)"
5683,27721,"Very Long Engagement, A (Un long dimanche de fiançailles)"
5684,27722,Last Life in the Universe (Ruang rak noi nid mahasan)
5685,27728,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu)
5686,27731,"Cat Returns, The (Neko no ongaeshi)"
5687,27741,"Twilight Samurai, The (Tasogare Seibei)"
5688,27744,"Facing Windows (Finestra di fronte, La)"
5689,27746,Ginger Snaps: Unleashed
5690,27751,'Salem's Lot
5691,27762,Comic Book: The Movie
5692,27768,Intimate Strangers (Confidences trop intimes)
5693,27769,Down to the Bone
5694,27772,Ju-on: The Grudge
5695,27773,Old Boy
5696,27776,Red Lights (Feux rouges)
5697,27778,Ginger Snaps Back: The Beginning
5698,27784,One Missed Call (Chakushin ari)
5699,27788,"Jacket, The"
5700,27790,Millions
5701,27793,Starship Troopers 2: Hero of the Federation
5702,27801,Ong-Bak: The Thai Warrior (Ong Bak)
5703,27802,Infernal Affairs 2 (Mou gaan dou II)
5704,27803,"Sea Inside, The (Mar adentro)"
5705,27808,Spanglish
5706,27815,"Chorus, The (Choristes, Les)"
5707,27816,Saints and Soldiers
5708,27820,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die)"
5709,27821,"Interpreter, The"
5710,27822,Open Water
5711,27826,Touch of Pink
5712,27829,Slasher
5713,27830,"Bobby Jones, Stroke of Genius"
5714,27831,Layer Cake
5715,27834,"Return, The (Vozvrashcheniye)"
5716,27837,Flight of the Phoenix
5717,27838,Mean Creek
5718,27839,"Ring Two, The"
5719,27846,"Corporation, The"
5720,27850,"Yes Men, The"
5721,27865,Azumi
5722,27866,In My Father's Den
5723,27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo)
5724,27873,Metallica: Some Kind of Monster
5725,27878,Born into Brothels
5726,27879,DiG!
5727,27882,Riding Giants
5728,27899,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?)
5729,27904,"Scanner Darkly, A"
5730,27905,Casshern
5731,27912,Outfoxed: Rupert Murdoch's War on Journalism
5732,30707,Million Dollar Baby
5733,30745,Gozu (Gokudô kyôfu dai-gekijô: Gozu)
5734,30749,Hotel Rwanda
5735,30793,Charlie and the Chocolate Factory
5736,30803,3-Iron (Bin-jip)
5737,30810,"Life Aquatic with Steve Zissou, The"
5738,30812,"Aviator, The"
5739,30816,"Phantom of the Opera, The"
5740,30818,Beyond the Sea
5741,30820,"Woodsman, The"
5742,30822,In Good Company
5743,30825,Meet the Fockers
5744,30846,"Assassination of Richard Nixon, The"
5745,30848,"Love Song for Bobby Long, A"
5746,30850,"Merchant of Venice, The"
5747,30883,Fat Albert
5748,30890,"Keys to the House, The (Chiavi di casa, Le)"
5749,30892,In the Realms of the Unreal
5750,30894,White Noise
5751,30898,"Upside of Anger, The"
5752,30994,Little Miss Marker
5753,31000,Sweet Liberty
5754,31030,I Remember Mama
5755,31038,Smooth Talk
5756,31049,Out Cold
5757,31083,Man Trouble
5758,31086,Battles Without Honor & Humanity (Jingi naki tatakai)
5759,31101,Stander
5760,31114,Imaginary Heroes
5761,31116,Sergeant York
5762,31123,Ruby & Quentin (Tais-toi!)
5763,31150,Wizards
5764,31162,"Life and Death of Peter Sellers, The"
5765,31184,Appleseed (Appurushîdo)
5766,31193,"Many Adventures of Winnie the Pooh, The"
5767,31221,Elektra
5768,31223,Racing Stripes
5769,31225,Coach Carter
5770,31260,Boys Town
5771,31297,Gold Diggers of 1935
5772,31309,Rocco and His Brothers (Rocco e i suoi fratelli)
5773,31364,Memories of Murder (Salinui chueok)
5774,31367,"Chase, The"
5775,31410,"Downfall (Untergang, Der)"
5776,31420,Assault on Precinct 13
5777,31422,Are We There Yet?
5778,31424,Alone in the Dark
5779,31427,Hide and Seek
5780,31431,Boogeyman
5781,31433,"Wedding Date, The"
5782,31435,Rory O'Shea Was Here (Inside I'm Dancing)
5783,31437,Nobody Knows (Dare mo shiranai)
5784,31445,Employee of the Month
5785,31522,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die)"
5786,31545,"Trou, Le (Hole, The) (Night Watch, The)"
5787,31553,Double Dragon
5788,31590,Hands Off the Loot (Touchez pas au grisbi)
5789,31610,Purple Butterfly (Zi hudie)
5790,31617,El Cid
5791,31658,Howl's Moving Castle (Hauru no ugoku shiro)
5792,31660,Steamboy (Suchîmubôi)
5793,31664,Gorgeous (Boh lee chun)
5794,31685,Hitch
5795,31692,Uncle Nino
5796,31694,Bride & Prejudice
5797,31696,Constantine
5798,31698,Son of the Mask
5799,31700,Because of Winn-Dixie
5800,31702,Turtles Can Fly (Lakposhtha hâm parvaz mikonand)
5801,31737,Bunny Lake Is Missing
5802,31804,Night Watch (Nochnoy dozor)
5803,31851,Sons of the Desert
5804,31867,Man of the House
5805,31878,Kung Fu Hustle (Gong fu)
5806,31903,Zelary
5807,31909,Dr. Giggles
5808,31921,"Seven-Per-Cent Solution, The"
5809,31923,"Three Musketeers, The"
5810,31925,Royal Flash
5811,31952,Control (Kontroll)
5812,31973,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null)
5813,32009,Tyler Perry's Diary of a Mad Black Woman
5814,32011,Cursed
5815,32017,"Pacifier, The"
5816,32019,Be Cool
5817,32022,Gunner Palace
5818,32029,Hostage
5819,32031,Robots
5820,32058,Class Action
5821,32060,"Cat and the Canary, The"
5822,32116,"Oh, God! You Devil"
5823,32139,"Agony and the Ecstasy, The"
5824,32160,Twentieth Century
5825,32179,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud)
5826,32213,Cube Zero
5827,32234,Julia
5828,32243,Stealing Rembrandt (Rembrandt)
5829,32289,Ice Princess
5830,32291,Melinda and Melinda
5831,32294,Milk and Honey
5832,32296,Miss Congeniality 2: Armed and Fabulous
5833,32298,Guess Who
5834,32300,D.E.B.S.
5835,32302,"League of Ordinary Gentlemen, A"
5836,32314,Incident at Loch Ness
5837,32371,Call Northside 777
5838,32387,"Sword of Doom, The (Dai-bosatsu tôge)"
5839,32392,800 Bullets (800 Balas)
5840,32440,If Looks Could Kill
5841,32442,Greedy
5842,32456,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko)"
5843,32460,Knockin' on Heaven's Door
5844,32469,We're No Angels
5845,32511,"Touch of Zen, A (Xia nu)"
5846,32515,Walker
5847,32554,Memories (Memorîzu)
5848,32582,"Wild Parrots of Telegraph Hill, The"
5849,32584,"Ballad of Jack and Rose, The"
5850,32587,Sin City
5851,32589,Beauty Shop
5852,32596,Sahara
5853,32598,Fever Pitch
5854,32600,Eros
5855,32620,Not on the Lips (Pas sur la bouche)
5856,32632,Electra Glide in Blue
5857,32649,"Special Day, A (Giornata particolare, Una)"
5858,32657,"Man Who Planted Trees, The (Homme qui plantait des arbres, L')"
5859,32659,Tanguy
5860,32666,National Lampoon's Lady Killers (National Lampoon's Gold Diggers)
5861,32728,"Little Girl Who Lives Down the Lane, The"
5862,32743,Ringu 0: Bâsudei
5863,32770,Brothers (Brødre)
5864,32799,Maidens in Uniform (Mädchen in Uniform)
5865,32862,With Six You Get Eggroll
5866,32875,Holiday (Jour de fête)
5867,32892,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo)
5868,32898,"Trip to the Moon, A (Voyage dans la lune, Le)"
5869,32906,"Ascent, The (Voskhozhdeniye)"
5870,32914,Carrie
5871,32917,Boccaccio '70
5872,33004,"Hitchhiker's Guide to the Galaxy, The"
5873,33085,"Amityville Horror, The"
5874,33090,Mutant Aliens
5875,33124,Before the Fall (NaPolA - Elite für den Führer)
5876,33126,"Frisco Kid, The"
5877,33132,State Property 2
5878,33138,Palindromes
5879,33145,"Lot Like Love, A"
5880,33148,King's Ransom
5881,33154,Enron: The Smartest Guys in the Room
5882,33158,xXx: State of the Union
5883,33162,Kingdom of Heaven
5884,33164,House of Wax
5885,33166,Crash
5886,33171,Mysterious Skin
5887,33188,Mischief
5888,33201,Between Your Legs (Entre las piernas)
5889,33237,San Francisco
5890,33294,Vampire Hunter D
