movieId,title,combined_features
26176,Titicut Follies,documentary drama documentary drama  
26183,Asterix and Cleopatra (Astérix et Cléopâtre),action adventure animation children comedy action adventure animation children comedy  
26184,"Diamond Arm, The (Brilliantovaya ruka)",action adventure comedy crime thriller action adventure comedy crime thriller  
26195,Sympathy for the Devil,documentary musical documentary musical  
26198,"Yours, Mine and Ours",children comedy children comedy  
26225,"Claire's Knee (Genou de Claire, Le)",comedy romance comedy romance  
26231,Performance,crime drama thriller crime drama thriller  
26236,"White Sun of the Desert, The (Beloe solntse pustyni)",action adventure comedy drama romance war action adventure comedy drama romance war  
26237,Zabriskie Point,drama romance drama romance  
26242,Duel,action mystery thriller action mystery thriller in netflix queue 
26249,They Call Me Trinity,comedy western comedy western  
26258,"Topo, El",fantasy western fantasy western  
26265,Dr. Phibes Rises Again,adventure comedy horror romance adventure comedy horror romance  
26283,Charley Varrick,crime drama thriller crime drama thriller  
26285,Dark Star,comedy sci-fi thriller comedy sci-fi thriller  
26303,Sisters,horror thriller horror thriller  
26308,Turkish Delight (Turks fruit),drama romance drama romance  
26313,California Split,comedy drama comedy drama  
26317,Emmanuelle,drama romance drama romance  
26322,Gone in 60 Seconds,action crime drama action crime drama  
26326,"Holy Mountain, The (Montaña sagrada, La)",drama drama  
26340,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix)",action adventure animation children comedy fantasy action adventure animation children comedy fantasy  
26344,French Connection II,action crime drama thriller action crime drama thriller  
26347,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!)",comedy drama romance comedy drama romance  
26350,"Passenger, The (Professione: reporter)",drama drama  
26357,Trilogy of Terror,horror thriller horror thriller  
26359,1900 (Novecento),drama war drama war  
26365,Futureworld,sci-fi thriller sci-fi thriller  
26366,Harlan County U.S.A.,documentary documentary  
26375,Silver Streak,action comedy crime action comedy crime  
26386,High Anxiety,comedy thriller comedy thriller  
26391,"New York, New York",drama musical romance drama musical romance  
26394,"Turning Point, The",drama romance drama romance  
26399,Five Deadly Venoms,action action  
26401,Last Hurrah for Chivalry (Hao xia),action drama action drama  
26409,"Clonus Horror, The",horror sci-fi horror sci-fi  
26413,Snake in the Eagle's Shadow (Se ying diu sau),action comedy action comedy  
26422,Hair,comedy drama musical comedy drama musical  
26429,Love at First Bite,comedy horror romance comedy horror romance  
26444,"Hitch Hikers Guide to the Galaxy, The",adventure comedy sci-fi adventure comedy sci-fi  
26453,Smiley's People,drama mystery drama mystery  
26464,Blue Thunder,action crime drama action crime drama  
26467,"Day After, The",drama sci-fi drama sci-fi  
26471,Eddie Murphy Delirious,comedy documentary comedy documentary  
26472,"Norte, El",adventure drama adventure drama  
26492,Twilight Zone: The Movie,fantasy horror sci-fi thriller fantasy horror sci-fi thriller  
26498,Boy Meets Girl,drama drama  
26504,Cloak & Dagger,action adventure children crime mystery thriller action adventure children crime mystery thriller  
26510,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure)",adventure children fantasy sci-fi adventure children fantasy sci-fi  
26523,"Silent Night, Deadly Night",horror thriller horror thriller  
26524,"Times of Harvey Milk, The",documentary documentary  
26527,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!),comedy drama comedy drama  
26528,Anne of Green Gables,children drama children drama  
26539,Death of a Salesman,drama drama  
26542,Ewoks: The Battle for Endor,adventure children fantasy sci-fi adventure children fantasy sci-fi  
26547,Police Story (Ging chaat goo si),action comedy crime thriller action comedy crime thriller  
26554,"Quiet Earth, The",drama mystery sci-fi drama mystery sci-fi  
26555,Spies Like Us,comedy comedy  
26562,White Nights,drama drama  
26564,'Round Midnight,drama musical drama musical  
26567,Club Paradise,comedy comedy  
26578,"Sacrifice, The (Offret - Sacraficatio)",drama drama  
26585,"Better Tomorrow, A (Ying hung boon sik)",crime drama thriller crime drama thriller  
26587,"Decalogue, The (Dekalog)",crime drama romance crime drama romance  
26590,G.I. Joe: The Movie,action adventure animation children fantasy sci-fi action adventure animation children fantasy sci-fi  
26593,Hell Comes to Frogtown,action comedy sci-fi action comedy sci-fi  
26599,"Law of Desire (Ley del deseo, La)",comedy drama romance comedy drama romance  
26603,Prince of Darkness,fantasy horror sci-fi thriller fantasy horror sci-fi thriller  
26606,"Chinese Ghost Story, A (Sinnui yauwan)",action fantasy horror romance action fantasy horror romance  
26612,"Better Tomorrow II, A (Ying hung boon sik II)",crime drama thriller crime drama thriller  
26614,"Bourne Identity, The",action adventure drama mystery thriller action adventure drama mystery thriller  
26622,Dominick and Eugene,drama drama  
26629,Killer Klowns from Outer Space,comedy horror sci-fi comedy horror sci-fi  
26630,Moonwalker,musical musical  
26631,Alice (Neco z Alenky),animation fantasy mystery animation fantasy mystery  
26645,Life Is a Long Quiet River (La vie est un long fleuve tranquille),comedy comedy  
26649,Lonesome Dove,adventure drama western adventure drama western  
26662,Kiki's Delivery Service (Majo no takkyûbin),adventure animation children drama fantasy adventure animation children drama fantasy anime 
26676,Almost an Angel,comedy comedy  
26680,Cry-Baby,comedy musical romance comedy musical romance  
26681,Bullet in the Head,action drama war action drama war  
26686,Ghost Dad,comedy fantasy comedy fantasy  
26693,It,drama fantasy horror mystery thriller drama fantasy horror mystery thriller  
26694,Ju Dou,drama drama  
26695,"Krays, The",drama drama  
26696,Lionheart,action action  
26700,Nuns on the Run,comedy crime comedy crime  
26701,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie),action animation crime drama film-noir mystery sci-fi thriller action animation crime drama film-noir mystery sci-fi thriller  
26704,State of Grace,crime drama thriller crime drama thriller  
26712,35 Up,documentary documentary  
26713,Days of Being Wild (A Fei jingjyuhn),drama romance drama romance  
26717,Begotten,drama horror drama horror boring psychedelic symbolic 
26726,Dutch,comedy comedy  
26729,Hearts of Darkness: A Filmmakers Apocalypse,documentary documentary  
26732,Johnny Stecchino,comedy comedy  
26736,Riki-Oh: The Story of Ricky (Lik Wong),action crime thriller action crime thriller  
26741,Mannequin 2: On the Move,comedy fantasy romance comedy fantasy romance  
26743,Only Yesterday (Omohide poro poro),animation drama animation drama  
26745,Other People's Money,comedy drama romance comedy drama romance  
26750,Quigley Down Under,adventure drama western adventure drama western  
26761,Prime Suspect 2,crime drama mystery romance thriller crime drama mystery romance thriller  
26764,Captain America,action fantasy sci-fi thriller war action fantasy sci-fi thriller war  
26765,City Hunter (Sing si lip yan),action comedy romance action comedy romance  
26776,Porco Rosso (Crimson Pig) (Kurenai no buta),adventure animation comedy fantasy romance adventure animation comedy fantasy romance in netflix queue 
26777,"Stolen Children (Ladro di bambini, Il)",drama drama  
26778,Ladybugs,comedy comedy  
26782,"Mambo Kings, The",drama musical drama musical  
26791,Shining Through,drama romance thriller war drama romance thriller war  
26792,Sidekicks,action adventure children comedy action adventure children comedy  
26796,"Heart in Winter, A (Un coeur en hiver)",drama romance drama romance  
26797,Visions of Light: The Art of Cinematography,documentary documentary  
26810,Bad Boy Bubby,drama drama  
26812,Barbarians at the Gate,drama drama  
26819,Fortress,action sci-fi action sci-fi  
26828,Mr. Nanny,action children comedy action children comedy  
26838,"Snapper, The",comedy drama comedy drama  
26840,Sonatine (Sonachine),action comedy crime drama action comedy crime drama  
26849,"Stand, The",adventure drama fantasy horror sci-fi adventure drama fantasy horror sci-fi  
26854,"Darkman II: Return of Durant, The",action crime horror action crime horror  
26861,Freaked,comedy sci-fi comedy sci-fi  
26865,Fist of Legend (Jing wu ying xiong),action drama action drama  
26870,Major League II,comedy comedy  
26871,My Father the Hero,comedy romance comedy romance  
26875,"Pure Formality, A (Pura formalità, Una)",crime film-noir mystery thriller crime film-noir mystery thriller  
26887,"Langoliers, The",drama fantasy horror mystery sci-fi thriller drama fantasy horror mystery sci-fi thriller  
26900,"Last Wedding, The (Kivenpyörittäjän kylä)",comedy drama comedy drama  
26901,Last of the Dogmen,adventure western adventure western  
26903,Whisper of the Heart (Mimi wo sumaseba),animation drama romance animation drama romance  
26913,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban),action animation action animation  
26928,"Summer's Tale, A (Conte d'été)",comedy drama romance comedy drama romance  
26940,"Late Shift, The",comedy comedy  
26947,Pusher,crime thriller crime thriller  
26958,Emma,romance romance  
26965,"Boxer, The",drama thriller drama thriller  
26974,Gummo,drama drama  
26985,Nirvana,action sci-fi action sci-fi  
26999,"Lion King II: Simba's Pride, The",adventure animation children musical romance adventure animation children musical romance  
27002,From the Earth to the Moon,action documentary drama thriller action documentary drama thriller  
27003,Beowulf,action horror sci-fi action horror sci-fi  
27006,RKO 281,drama drama  
27008,From Dusk Till Dawn 2: Texas Blood Money,comedy crime horror comedy crime horror  
27020,Gia,drama romance drama romance drugs lesbian 
27022,Thursday,action crime thriller action crime thriller  
27032,Who Am I? (Wo shi shei),action adventure comedy sci-fi thriller action adventure comedy sci-fi thriller  
27036,Merlin,action adventure drama fantasy romance action adventure drama fantasy romance  
27074,Brave New World,sci-fi sci-fi  
27075,Addams Family Reunion,children comedy fantasy children comedy fantasy  
27105,Purgatory,fantasy western fantasy western  
27124,Bleeder,drama thriller drama thriller  
27134,Dark Portals: The Chronicles of Vidocq  (Vidocq),action crime fantasy action crime fantasy  
27140,Candyman 3: Day of the Dead,horror horror  
27155,"Batman/Superman Movie, The",action adventure animation children fantasy sci-fi action adventure animation children fantasy sci-fi  
27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni)",action animation drama fantasy sci-fi action animation drama fantasy sci-fi anime end of the world epic mecha psychology 
27176,Style Wars,documentary documentary  
27178,In July (Im Juli),comedy romance comedy romance  
27186,Kirikou and the Sorceress (Kirikou et la sorcière),adventure animation children fantasy adventure animation children fantasy  
27193,Taxi 2,action comedy action comedy  
27246,If These Walls Could Talk 2,drama romance drama romance  
27251,"10th Kingdom, The",adventure comedy fantasy adventure comedy fantasy  
27255,"Wind Will Carry Us, The (Bad ma ra khahad bord)",drama drama  
27266,2046,drama fantasy romance sci-fi drama fantasy romance sci-fi  
27306,Bartleby,comedy drama comedy drama  
27311,Batman Beyond: Return of the Joker,action animation crime sci-fi thriller action animation crime sci-fi thriller  
27317,Audition (Ôdishon),drama horror mystery romance thriller drama horror mystery romance thriller  
27320,"Nine Lives of Tomas Katz, The",comedy drama fantasy comedy drama fantasy  
27328,Monday,action comedy crime fantasy thriller action comedy crime fantasy thriller  
27329,Paradise Lost 2: Revelations,documentary documentary  
27368,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre),adventure comedy fantasy adventure comedy fantasy  
27369,Daria: Is It Fall Yet?,animation comedy animation comedy  
27370,Late Night Shopping,comedy comedy  
27373,61*,drama drama  
27397,Joint Security Area (Gongdong gyeongbi guyeok JSA),crime drama mystery thriller war crime drama mystery thriller war  
27408,Ripley's Game,drama thriller drama thriller  
27416,Jalla! Jalla!,comedy drama romance comedy drama romance  
27420,Teknolust,comedy drama romance sci-fi comedy drama romance sci-fi  
27426,"Accidental Spy, The (Dak miu mai shing)",action comedy thriller action comedy thriller  
27434,Darkness,horror mystery horror mystery  
27441,Blood: The Last Vampire,action animation horror action animation horror  
27450,Blueberry,adventure western adventure western  
27473,American Psycho II: All American Girl,comedy crime horror mystery thriller comedy crime horror mystery thriller  
27478,Ali G Indahouse,comedy comedy  
27480,Dead or Alive 2: Tôbôsha,action crime thriller action crime thriller  
27482,Cube 2: Hypercube,horror mystery sci-fi horror mystery sci-fi  
27491,Pulse (Kairo),horror mystery thriller horror mystery thriller  
27513,Dog Days (Hundstage),drama drama  
27523,My Sassy Girl (Yeopgijeogin geunyeo),comedy romance comedy romance  
27537,Nothing,comedy fantasy mystery sci-fi comedy fantasy mystery sci-fi  
27539,Undertaking Betty (Plots with a View),comedy romance comedy romance  
27549,Dead or Alive: Final,comedy crime drama sci-fi thriller comedy crime drama sci-fi thriller  
27555,Fubar,comedy comedy  
27563,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku)",comedy horror musical comedy horror musical  
27584,Dead End,comedy horror mystery thriller comedy horror mystery thriller  
27592,Sympathy for Mr. Vengeance (Boksuneun naui geot),crime drama crime drama  
27595,Jesus Christ Vampire Hunter,action comedy horror musical action comedy horror musical  
27604,Suicide Club (Jisatsu saakuru),horror mystery thriller horror mystery thriller  
27611,Battlestar Galactica,drama sci-fi war drama sci-fi war  
27618,"Sound of Thunder, A",action adventure drama sci-fi thriller action adventure drama sci-fi thriller  
27619,"Lion King 1½, The",adventure animation children comedy adventure animation children comedy  
27627,Oasis,drama romance drama romance  
27644,Remember Me (Ricordati di me),comedy drama romance comedy drama romance  
27660,"Animatrix, The",action animation drama sci-fi action animation drama sci-fi animation anime cyberpunk dark matrix sci-fi 
27664,"Brown Bunny, The",drama drama  
27667,Ju-on: The Curse,horror horror  
27674,11:14,comedy crime drama mystery thriller comedy crime drama mystery thriller  
27683,Tremors 4: The Legend Begins,action comedy horror sci-fi thriller western action comedy horror sci-fi thriller western  
27685,Bring It On Again,comedy comedy  
27689,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les)",action crime thriller action crime thriller  
27692,And Starring Pancho Villa as Himself,action comedy drama war action comedy drama war  
27695,Nicotina,action comedy drama action comedy drama  
27704,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka),action drama thriller war action drama thriller war  
27705,In Hell,action drama thriller action drama thriller  
27706,Lemony Snicket's A Series of Unfortunate Events,adventure children comedy fantasy adventure children comedy fantasy dark comedy jim carrey meryl streep quirky stylized 
27708,Helen of Troy,action adventure drama romance action adventure drama romance  
27716,"Green Butchers, The (Grønne slagtere, De)",comedy crime drama romance comedy crime drama romance  
27721,"Very Long Engagement, A (Un long dimanche de fiançailles)",drama mystery romance war drama mystery romance war  
27722,Last Life in the Universe (Ruang rak noi nid mahasan),drama romance drama romance  
27728,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu),action animation drama sci-fi thriller action animation drama sci-fi thriller  
27731,"Cat Returns, The (Neko no ongaeshi)",adventure animation children fantasy adventure animation children fantasy in netflix queue 
27741,"Twilight Samurai, The (Tasogare Seibei)",drama romance drama romance in netflix queue 
27744,"Facing Windows (Finestra di fronte, La)",drama romance drama romance  
27746,Ginger Snaps: Unleashed,horror thriller horror thriller  
27751,'Salem's Lot,drama horror mystery thriller drama horror mystery thriller  
27762,Comic Book: The Movie,comedy comedy  
27768,Intimate Strangers (Confidences trop intimes),drama drama  
27769,Down to the Bone,drama drama  
27772,Ju-on: The Grudge,horror horror  
27773,Old Boy,mystery thriller mystery thriller bizarre claustrophobic depressing disturbing hallucinatory paranoid surreal twisted 
27776,Red Lights (Feux rouges),drama drama  
27778,Ginger Snaps Back: The Beginning,fantasy horror fantasy horror  
27784,One Missed Call (Chakushin ari),horror mystery horror mystery  
27788,"Jacket, The",drama mystery sci-fi thriller drama mystery sci-fi thriller  
27790,Millions,children comedy crime drama fantasy children comedy crime drama fantasy religion saints 
27793,Starship Troopers 2: Hero of the Federation,action horror sci-fi war action horror sci-fi war  
27801,Ong-Bak: The Thai Warrior (Ong Bak),action thriller action thriller  
27802,Infernal Affairs 2 (Mou gaan dou II),action crime drama thriller action crime drama thriller  
27803,"Sea Inside, The (Mar adentro)",drama drama  
27808,Spanglish,comedy drama romance comedy drama romance adam sandler family sweet 
27815,"Chorus, The (Choristes, Les)",drama drama  
27816,Saints and Soldiers,action adventure drama war action adventure drama war  
27820,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die)",documentary drama documentary drama animal movie camels 
27821,"Interpreter, The",drama thriller drama thriller  
27822,Open Water,drama thriller drama thriller  
27826,Touch of Pink,comedy drama romance comedy drama romance  
27829,Slasher,documentary documentary  
27830,"Bobby Jones, Stroke of Genius",drama drama  
27831,Layer Cake,crime drama thriller crime drama thriller british gangster confusing daniel craig exquisite plotting. organized crime stylish tom hardy 
27834,"Return, The (Vozvrashcheniye)",drama drama fatherhood 
27837,Flight of the Phoenix,action adventure action adventure  
27838,Mean Creek,drama thriller drama thriller revenge 
27839,"Ring Two, The",drama horror mystery thriller drama horror mystery thriller  
27846,"Corporation, The",documentary documentary  
27850,"Yes Men, The",documentary documentary  
27865,Azumi,action adventure drama thriller action adventure drama thriller  
27866,In My Father's Den,drama drama  
27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo),action drama war action drama war  
27873,Metallica: Some Kind of Monster,documentary documentary  
27878,Born into Brothels,documentary documentary india 
27879,DiG!,documentary documentary  
27882,Riding Giants,documentary documentary surfing 
27899,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?),comedy documentary drama comedy documentary drama  
27904,"Scanner Darkly, A",animation drama mystery sci-fi thriller animation drama mystery sci-fi thriller  
27905,Casshern,action drama fantasy sci-fi action drama fantasy sci-fi  
27912,Outfoxed: Rupert Murdoch's War on Journalism,documentary documentary  
30707,Million Dollar Baby,drama drama boxing 
30745,Gozu (Gokudô kyôfu dai-gekijô: Gozu),comedy crime drama horror mystery comedy crime drama horror mystery  
30749,Hotel Rwanda,drama war drama war genocide 
30793,Charlie and the Chocolate Factory,adventure children comedy fantasy imax adventure children comedy fantasy imax roald dahl 
30803,3-Iron (Bin-jip),drama romance drama romance  
30810,"Life Aquatic with Steve Zissou, The",adventure comedy fantasy adventure comedy fantasy heartwarming off-beat comedy quirky trippy visually appealing whimsical 
30812,"Aviator, The",drama drama biopic howard hughes movie business 
30816,"Phantom of the Opera, The",drama musical romance drama musical romance  
30818,Beyond the Sea,drama musical drama musical  
30820,"Woodsman, The",drama drama child abuse 
30822,In Good Company,comedy drama comedy drama busniess 
30825,Meet the Fockers,comedy comedy ben stiller robert de niro 
30846,"Assassination of Richard Nixon, The",crime drama thriller crime drama thriller  
30848,"Love Song for Bobby Long, A",drama drama  
30850,"Merchant of Venice, The",drama drama shakespeare 
30883,Fat Albert,comedy fantasy comedy fantasy  
30890,"Keys to the House, The (Chiavi di casa, Le)",drama drama  
30892,In the Realms of the Unreal,animation documentary animation documentary animation documentary henry darger 
30894,White Noise,drama horror mystery sci-fi thriller drama horror mystery sci-fi thriller  
30898,"Upside of Anger, The",comedy drama romance comedy drama romance  
30994,Little Miss Marker,comedy drama comedy drama  
31000,Sweet Liberty,comedy comedy  
31030,I Remember Mama,children drama children drama motherhood 
31038,Smooth Talk,drama romance drama romance  
31049,Out Cold,comedy thriller comedy thriller  
31083,Man Trouble,comedy romance comedy romance  
31086,Battles Without Honor & Humanity (Jingi naki tatakai),crime drama crime drama  
31101,Stander,action crime drama action crime drama  
31114,Imaginary Heroes,comedy drama comedy drama  
31116,Sergeant York,drama war drama war  
31123,Ruby & Quentin (Tais-toi!),comedy crime comedy crime  
31150,Wizards,animation fantasy sci-fi war animation fantasy sci-fi war  
31162,"Life and Death of Peter Sellers, The",comedy drama comedy drama  
31184,Appleseed (Appurushîdo),action animation fantasy sci-fi action animation fantasy sci-fi  
31193,"Many Adventures of Winnie the Pooh, The",animation children musical animation children musical  
31221,Elektra,action adventure crime drama action adventure crime drama  
31223,Racing Stripes,children comedy children comedy  
31225,Coach Carter,drama drama  
31260,Boys Town,drama drama  
31297,Gold Diggers of 1935,comedy musical comedy musical  
31309,Rocco and His Brothers (Rocco e i suoi fratelli),crime drama crime drama  
31364,Memories of Murder (Salinui chueok),crime drama mystery thriller crime drama mystery thriller  
31367,"Chase, The",action adventure comedy crime romance thriller action adventure comedy crime romance thriller  
31410,"Downfall (Untergang, Der)",drama war drama war  
31420,Assault on Precinct 13,action crime drama thriller action crime drama thriller  
31422,Are We There Yet?,children comedy children comedy  
31424,Alone in the Dark,action horror sci-fi thriller action horror sci-fi thriller  
31427,Hide and Seek,horror mystery thriller horror mystery thriller  
31431,Boogeyman,drama horror mystery thriller drama horror mystery thriller  
31433,"Wedding Date, The",comedy romance comedy romance  
31435,Rory O'Shea Was Here (Inside I'm Dancing),drama drama  
31437,Nobody Knows (Dare mo shiranai),drama drama orphans 
31445,Employee of the Month,comedy drama comedy drama  
31522,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die)",drama drama  
31545,"Trou, Le (Hole, The) (Night Watch, The)",crime film-noir crime film-noir  
31553,Double Dragon,action adventure sci-fi action adventure sci-fi  
31590,Hands Off the Loot (Touchez pas au grisbi),crime drama thriller crime drama thriller  
31610,Purple Butterfly (Zi hudie),drama drama  
31617,El Cid,action adventure drama romance war action adventure drama romance war  
31658,Howl's Moving Castle (Hauru no ugoku shiro),adventure animation fantasy romance adventure animation fantasy romance anime fantasy world hayao miyazaki studio ghibli 06 oscar nominated best movie - animation in netflix queue 
31660,Steamboy (Suchîmubôi),action animation drama sci-fi action animation drama sci-fi  
31664,Gorgeous (Boh lee chun),action comedy romance action comedy romance  
31685,Hitch,comedy romance comedy romance  
31692,Uncle Nino,comedy comedy  
31694,Bride & Prejudice,comedy musical romance comedy musical romance  
31696,Constantine,action fantasy horror thriller action fantasy horror thriller  
31698,Son of the Mask,adventure children comedy fantasy adventure children comedy fantasy  
31700,Because of Winn-Dixie,children comedy drama children comedy drama  
31702,Turtles Can Fly (Lakposhtha hâm parvaz mikonand),drama war drama war  
31737,Bunny Lake Is Missing,mystery thriller mystery thriller  
31804,Night Watch (Nochnoy dozor),action fantasy horror mystery sci-fi thriller action fantasy horror mystery sci-fi thriller  
31851,Sons of the Desert,comedy comedy  
31867,Man of the House,action comedy action comedy  
31878,Kung Fu Hustle (Gong fu),action comedy action comedy  
31903,Zelary,drama romance drama romance marriage 
31909,Dr. Giggles,comedy horror comedy horror  
31921,"Seven-Per-Cent Solution, The",adventure comedy crime drama mystery thriller adventure comedy crime drama mystery thriller  
31923,"Three Musketeers, The",action adventure comedy action adventure comedy in netflix queue 
31925,Royal Flash,adventure comedy romance adventure comedy romance  
31952,Control (Kontroll),comedy crime drama mystery comedy crime drama mystery  
31973,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null),drama war drama war  
32009,Tyler Perry's Diary of a Mad Black Woman,comedy drama romance comedy drama romance  
32011,Cursed,horror thriller horror thriller  
32017,"Pacifier, The",action comedy action comedy  
32019,Be Cool,comedy crime musical comedy crime musical  
32022,Gunner Palace,documentary war documentary war  
32029,Hostage,action crime drama thriller action crime drama thriller  
32031,Robots,adventure animation children comedy fantasy sci-fi imax adventure animation children comedy fantasy sci-fi imax  
32058,Class Action,drama drama  
32060,"Cat and the Canary, The",horror mystery horror mystery  
32116,"Oh, God! You Devil",comedy comedy  
32139,"Agony and the Ecstasy, The",drama drama  
32160,Twentieth Century,comedy comedy in netflix queue 
32179,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud),crime drama thriller crime drama thriller  
32213,Cube Zero,horror mystery sci-fi thriller horror mystery sci-fi thriller  
32234,Julia,drama drama  
32243,Stealing Rembrandt (Rembrandt),action comedy crime action comedy crime  
32289,Ice Princess,children comedy drama children comedy drama  
32291,Melinda and Melinda,comedy drama comedy drama  
32294,Milk and Honey,drama drama  
32296,Miss Congeniality 2: Armed and Fabulous,adventure comedy crime adventure comedy crime  
32298,Guess Who,comedy romance comedy romance  
32300,D.E.B.S.,action comedy action comedy  
32302,"League of Ordinary Gentlemen, A",documentary documentary  
32314,Incident at Loch Ness,adventure comedy documentary adventure comedy documentary  
32371,Call Northside 777,crime drama film-noir crime drama film-noir in netflix queue 
32387,"Sword of Doom, The (Dai-bosatsu tôge)",action drama action drama  
32392,800 Bullets (800 Balas),comedy crime drama western comedy crime drama western  
32440,If Looks Could Kill,action comedy action comedy  
32442,Greedy,comedy comedy  
32456,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko)",animation comedy drama fantasy animation comedy drama fantasy  
32460,Knockin' on Heaven's Door,action comedy crime drama action comedy crime drama  
32469,We're No Angels,comedy crime drama comedy crime drama  
32511,"Touch of Zen, A (Xia nu)",action adventure action adventure  
32515,Walker,adventure drama war western adventure drama war western  
32554,Memories (Memorîzu),animation fantasy sci-fi thriller animation fantasy sci-fi thriller  
32582,"Wild Parrots of Telegraph Hill, The",documentary documentary birds parrots 
32584,"Ballad of Jack and Rose, The",drama drama fatherhood 
32587,Sin City,action crime film-noir mystery thriller action crime film-noir mystery thriller cult 
32589,Beauty Shop,comedy comedy  
32596,Sahara,action adventure comedy action adventure comedy  
32598,Fever Pitch,comedy romance comedy romance  
32600,Eros,drama drama  
32620,Not on the Lips (Pas sur la bouche),comedy musical romance comedy musical romance  
32632,Electra Glide in Blue,action crime action crime  
32649,"Special Day, A (Giornata particolare, Una)",drama war drama war  
32657,"Man Who Planted Trees, The (Homme qui plantait des arbres, L')",animation drama animation drama  
32659,Tanguy,comedy comedy  
32666,National Lampoon's Lady Killers (National Lampoon's Gold Diggers),comedy comedy  
32728,"Little Girl Who Lives Down the Lane, The",drama mystery thriller drama mystery thriller  
32743,Ringu 0: Bâsudei,drama horror thriller drama horror thriller  
32770,Brothers (Brødre),drama drama  
32799,Maidens in Uniform (Mädchen in Uniform),drama romance drama romance  
32862,With Six You Get Eggroll,comedy romance comedy romance  
32875,Holiday (Jour de fête),comedy comedy  
32892,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo),drama war drama war  
32898,"Trip to the Moon, A (Voyage dans la lune, Le)",action adventure fantasy sci-fi action adventure fantasy sci-fi  
32906,"Ascent, The (Voskhozhdeniye)",drama war drama war  
32914,Carrie,drama horror thriller drama horror thriller  
32917,Boccaccio '70,comedy fantasy romance comedy fantasy romance  
33004,"Hitchhiker's Guide to the Galaxy, The",adventure comedy sci-fi adventure comedy sci-fi  
33085,"Amityville Horror, The",horror thriller horror thriller  
33090,Mutant Aliens,animation comedy sci-fi animation comedy sci-fi  
33124,Before the Fall (NaPolA - Elite für den Führer),drama war drama war  
33126,"Frisco Kid, The",comedy western comedy western  
33132,State Property 2,action crime drama action crime drama  
33138,Palindromes,adventure comedy drama adventure comedy drama  
33145,"Lot Like Love, A",comedy drama romance comedy drama romance  
33148,King's Ransom,comedy crime comedy crime  
33154,Enron: The Smartest Guys in the Room,documentary documentary business money scandal 
33158,xXx: State of the Union,action crime thriller action crime thriller  
33162,Kingdom of Heaven,action drama romance war action drama romance war david thewlis eva green liam neeson orlando bloom 
33164,House of Wax,horror thriller horror thriller  
33166,Crash,crime drama crime drama racism 
33171,Mysterious Skin,drama mystery drama mystery  
33188,Mischief,comedy romance comedy romance  
33201,Between Your Legs (Entre las piernas),drama mystery romance thriller drama mystery romance thriller  
33237,San Francisco,drama musical romance drama musical romance  
33294,Vampire Hunter D,animation fantasy horror animation fantasy horror  
33310,"Common Thread, A (a.k.a. Sequins) (Brodeuses)",drama romance drama romance  
33312,"Cocoanuts, The",comedy musical comedy musical  
33421,Dear Wendy,drama drama  
33435,Los Angeles Plays Itself,documentary documentary  
33437,Unleashed (Danny the Dog),action crime drama thriller action crime drama thriller  
33493,Star Wars: Episode III - Revenge of the Sith,action adventure sci-fi action adventure sci-fi space space opera 
33495,Kicking & Screaming,comedy comedy  
33499,Monster-in-Law,comedy romance comedy romance  
33558,"Snow Walker, The",adventure drama adventure drama  
33564,Divorce - Italian Style (Divorzio all'italiana),comedy comedy  
33615,Madagascar,adventure animation children comedy adventure animation children comedy  
33629,Airborne,adventure comedy adventure comedy  
33639,Mad Hot Ballroom,children documentary children documentary  
33644,Dominion: Prequel to the Exorcist,horror thriller horror thriller  
33646,"Longest Yard, The",comedy drama comedy drama  
33649,Saving Face,comedy drama romance comedy drama romance  
33660,Cinderella Man,drama romance drama romance boksdrama boxing 
33669,"Sisterhood of the Traveling Pants, The",adventure comedy drama adventure comedy drama  
33672,Lords of Dogtown,action comedy drama action comedy drama  
33677,Rock School,documentary documentary  
33679,Mr. & Mrs. Smith,action adventure comedy romance action adventure comedy romance  
